,level_0,index,office,acquisition,category_code,deadpooled_year,founded_year,funding_rounds,investments,ipo,name,number_of_employees,products,total_money_raised_normalized_USD,lat,lng,oficina_principal
10,11,11,"{'description': None, 'address1': '48389 Fremont Blvd., Suite #110', 'address2': None, 'zip_code': '94538', 'city': 'Fremont', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.465645, 'longitude': -121.932202}","{'price_amount': 60000000, 'price_currency_code': 'USD', 'term_code': 'cash', 'source_url': 'http://www.techcrunch.com/2007/07/02/deal-is-confirmed-google-acquired-grandcentral/', 'source_description': 'Deal is Confirmed: Google Acquired GrandCentral', 'acquired_year': 2007, 'acquired_month': 7, 'acquired_day': 1, 'acquiring_company': {'name': 'Google', 'permalink': 'google'}}",mobile,,2006,"[{'id': 52, 'round_code': 'a', 'source_url': 'http://www.thealarmclock.com/mt/archives/2007/06/we_almost_subsc.html', 'source_description': 'We Almost Subscribed To Grand Central. Will Wait To See If Google Indeed Buys It.', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Minor Ventures', 'permalink': 'minor-ventures'}, 'person': None}]}]",[],,GrandCentral,3.0,"[{'name': 'Grand Central', 'permalink': 'grand-central'}]",4000000.0,37.465645,-121.932202,"{'type': 'Point', 'coordinates': [-121.932202, 37.465645]}"
11,13,13,"{'description': 'HQ', 'address1': '2415 3rd St', 'address2': '', 'zip_code': '94107', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.757758, 'longitude': -122.388243}","{'price_amount': 30000000, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://allthingsd.com/20120503/discovery-gets-a-web-video-arm-courtesy-of-revision-3/', 'source_description': 'Discovery Gets a Web Video Arm, Courtesy of Revision3', 'acquired_year': 2012, 'acquired_month': 5, 'acquired_day': 3, 'acquiring_company': {'name': 'Discovery Communications', 'permalink': 'discoverycommunications'}}",games_video,,2005,"[{'id': 62, 'round_code': 'a', 'source_url': 'http://venturebeat.com/2006/09/25/digg-founders-launch-revision3-a-new-video-studio/', 'source_description': '', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 9, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Greylock Partners', 'permalink': 'greylock'}, 'person': None}, {'company': None, 'financial_org': {'name': 'SV Angel', 'permalink': 'sv-angel'}, 'person': None}]}, {'id': 63, 'round_code': 'b', 'source_url': 'http://goliath.ecnext.com/coms2/gi_0199-6665756/Revision3-Closes-8-Million-Series.html', 'source_description': '', 'raised_amount': 8000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 6, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Greylock Partners', 'permalink': 'greylock'}, 'person': None}]}]",[],,Revision3,,"[{'name': 'Revision3', 'permalink': 'revision3'}, {'name': 'Best Of...', 'permalink': 'best-of'}, {'name': 'Diggnation', 'permalink': 'diggnation'}, {'name': 'The Digg Reel', 'permalink': 'the-digg-reel'}, {'name': 'The GigaOm Show', 'permalink': 'the-gigaom-show'}, {'name': 'iFanboy', 'permalink': 'ifanboy'}, {'name': 'Internet Superstar', 'permalink': 'internet-superstar'}, {'name': 'PixelPerfect', 'permalink': 'pixelperfect'}, {'name': 'popSiren', 'permalink': 'popsiren'}, {'name': 'The Revision3 Gazette', 'permalink': 'the-revision3-gazette'}, {'name': 'Scam School', 'permalink': 'scam-school'}, {'name': 'Social Brew', 'permalink': 'social-brew'}, {'name': 'Systm', 'permalink': 'systm'}, {'name': 'Tekzilla', 'permalink': 'tekzilla'}, {'name': 'The Totally Rad Show', 'permalink': 'the-totally-rad-show'}, {'name': 'Web Drifter', 'permalink': 'web-drifter'}, {'name': 'XLR8R TV', 'permalink': 'xlr8r-tv'}]",9000000.0,37.757758,-122.388243,"{'type': 'Point', 'coordinates': [-122.388243, 37.757758]}"
12,16,16,"{'description': '', 'address1': '1110 Burlingame Ave', 'address2': 'Suite 300', 'zip_code': '94010', 'city': 'Burlingame', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.559287, 'longitude': -122.302262}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2010/07/07/comparison-shopping-site-nextag-acquires-product-review-engine-wize/', 'source_description': 'Comparison Shopping Site NexTag Acquires Product Review Engine Wize', 'acquired_year': 2010, 'acquired_month': 7, 'acquired_day': 7, 'acquiring_company': {'name': 'NexTag', 'permalink': 'nextag'}}",ecommerce,,2006,"[{'id': 70, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2007/01/21/four-month-old-wize-gets-4-million/', 'source_description': '', 'raised_amount': 4000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Bessemer Venture Partners', 'permalink': 'bessemer-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Mayfield Fund', 'permalink': 'mayfield-fund'}, 'person': None}]}, {'id': 5291, 'round_code': 'b', 'source_url': 'http://www.bayareanewsgroup.com/multimedia/mn/biz/specialreport/vcchart_q42008.htm', 'source_description': 'VC Funding, Fourth Quarter 2008 ', 'raised_amount': 988000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Mayfield Fund', 'permalink': 'mayfield-fund'}, 'person': None}]}]",[],,Wize,,[],4990000.0,37.559287,-122.302262,"{'type': 'Point', 'coordinates': [-122.302262, 37.559287]}"
13,17,17,"{'description': '', 'address1': '16161 Ventura Blvd.', 'address2': 'Suite C PMB 461', 'zip_code': '91436', 'city': 'Encino', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.269175, 'longitude': -119.306607}",,web,,2007,"[{'id': 71, 'round_code': 'a', 'source_url': 'http://www.businesswire.com/portal/site/google/?ndmViewId=news_view&newsId=20080625005393&newsLang=en', 'source_description': 'press release', 'raised_amount': 4250000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Mohr Davidow Ventures', 'permalink': 'mohr-davidow-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Ron', 'last_name': 'Conway', 'permalink': 'ron-conway'}}, {'company': None, 'financial_org': {'name': 'Tech Coast Angels', 'permalink': 'tech-coast-angels'}, 'person': None}]}, {'id': 2758, 'round_code': 'b', 'source_url': 'http://www.businesswire.com/portal/site/google/?ndmViewId=news_view&newsId=20080625005393&newsLang=en', 'source_description': 'press release', 'raised_amount': 8400000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 25, 'investments': [{'company': None, 'financial_org': {'name': 'Mission Ventures', 'permalink': 'mission-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Mohr Davidow Ventures', 'permalink': 'mohr-davidow-ventures'}, 'person': None}]}, {'id': 30342, 'round_code': 'unattributed', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2006, 'funded_month': 9, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Siemer Ventures', 'permalink': 'siemer-ventures'}, 'person': None}]}]",[],,SodaHead,25.0,[],12700000.0,37.269175,-119.306607,"{'type': 'Point', 'coordinates': [-119.306607, 37.269175]}"
14,18,18,"{'description': None, 'address1': '374 Brannan St.', 'address2': None, 'zip_code': '94107', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.780716, 'longitude': -122.393913}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://techcrunch.com/2010/12/16/tribune-media-buys-video-search-engine-casttv/', 'source_description': 'Tribune Media Buys Video Search Engine CastTV', 'acquired_year': 2010, 'acquired_month': 12, 'acquired_day': 16, 'acquiring_company': {'name': 'Tribune Media', 'permalink': 'tribune-media'}}",games_video,,2006,"[{'id': 72, 'round_code': 'a', 'source_url': 'http://sev.prnewswire.com/computer-electronics/20070424/SFTU04824042007-1.html', 'source_description': '', 'raised_amount': 3100000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 4, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Draper Fisher Jurvetson (DFJ)', 'permalink': 'draper-fisher-jurvetson'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Ron', 'last_name': 'Conway', 'permalink': 'ron-conway'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Marc', 'last_name': 'Andreessen', 'permalink': 'marc-andreessen'}}]}, {'id': 2302, 'round_code': 'angel', 'source_url': 'http://dealbook.blogs.nytimes.com/2007/04/25/web-video-search-service-casttv-gets-funding/', 'source_description': 'Web Video Search Service CastTV Gets Funding', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2006, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Ron', 'last_name': 'Conway', 'permalink': 'ron-conway'}}]}]",[],,CastTV,0.0,"[{'name': 'video search', 'permalink': 'video-search'}]",3100000.0,37.780716,-122.393913,"{'type': 'Point', 'coordinates': [-122.393913, 37.780716]}"
15,19,19,"{'description': None, 'address1': None, 'address2': None, 'zip_code': None, 'city': 'Cambridge', 'state_code': 'MA', 'country_code': 'USA', 'latitude': 42.375392, 'longitude': -71.118487}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020101013e6ae0015q&r=Rss&s=DJFVW', 'source_description': 'Qualcomm Buys iSkoot To Upgrade Flip Phones  ', 'acquired_year': 2010, 'acquired_month': 10, 'acquired_day': 14, 'acquiring_company': {'name': 'Qualcomm Innovation Center', 'permalink': 'qualcomm-innovation-center'}}",mobile,,2005,"[{'id': 81, 'round_code': 'b', 'source_url': 'http://www.iskoot.com/pressreleases/prnetwork_02.21.07.php', 'source_description': 'iskoot press release', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 2, 'funded_day': 27, 'investments': [{'company': None, 'financial_org': {'name': 'Charles River Ventures', 'permalink': 'charles-river-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Jesselson Capital', 'permalink': 'jesselson-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Khosla Ventures', 'permalink': 'khosla-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ZG Ventures', 'permalink': 'zg-ventures'}, 'person': None}]}, {'id': 82, 'round_code': 'a', 'source_url': 'http://www.iskoot.com/pressreleases/prnetwork_02.21.07.php', 'source_description': 'iskoot press release', 'raised_amount': 6200000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 11, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': {'name': 'Jesselson Capital', 'permalink': 'jesselson-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Khosla Ventures', 'permalink': 'khosla-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ZG Ventures', 'permalink': 'zg-ventures'}, 'person': None}]}, {'id': 3820, 'round_code': 'c', 'source_url': 'http://www.techcrunch.com/2008/11/06/downturn-busting-venture-round-for-iskoot-19-million/', 'source_description': 'TechCrunch', 'raised_amount': 19000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 11, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'Vision Opportunity Master Fund', 'permalink': 'vision-opportunity-master-fund'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Charles River Ventures', 'permalink': 'charles-river-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Khosla Ventures', 'permalink': 'khosla-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Jesselson Capital', 'permalink': 'jesselson-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ZG Ventures', 'permalink': 'zg-ventures'}, 'person': None}]}]",[],,iSkoot,,"[{'name': 'iSkoot', 'permalink': 'iskoot'}]",32200000.000000004,42.375392,-71.118487,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}"
16,20,19,"{'description': 'iSkoot HQ', 'address1': '501 2nd Street', 'address2': 'Suite 216', 'zip_code': '94107', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.780134, 'longitude': -122.396744}","{'price_amount': None, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020101013e6ae0015q&r=Rss&s=DJFVW', 'source_description': 'Qualcomm Buys iSkoot To Upgrade Flip Phones  ', 'acquired_year': 2010, 'acquired_month': 10, 'acquired_day': 14, 'acquiring_company': {'name': 'Qualcomm Innovation Center', 'permalink': 'qualcomm-innovation-center'}}",mobile,,2005,"[{'id': 81, 'round_code': 'b', 'source_url': 'http://www.iskoot.com/pressreleases/prnetwork_02.21.07.php', 'source_description': 'iskoot press release', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 2, 'funded_day': 27, 'investments': [{'company': None, 'financial_org': {'name': 'Charles River Ventures', 'permalink': 'charles-river-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Jesselson Capital', 'permalink': 'jesselson-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Khosla Ventures', 'permalink': 'khosla-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ZG Ventures', 'permalink': 'zg-ventures'}, 'person': None}]}, {'id': 82, 'round_code': 'a', 'source_url': 'http://www.iskoot.com/pressreleases/prnetwork_02.21.07.php', 'source_description': 'iskoot press release', 'raised_amount': 6200000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 11, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': {'name': 'Jesselson Capital', 'permalink': 'jesselson-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Khosla Ventures', 'permalink': 'khosla-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ZG Ventures', 'permalink': 'zg-ventures'}, 'person': None}]}, {'id': 3820, 'round_code': 'c', 'source_url': 'http://www.techcrunch.com/2008/11/06/downturn-busting-venture-round-for-iskoot-19-million/', 'source_description': 'TechCrunch', 'raised_amount': 19000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 11, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'Vision Opportunity Master Fund', 'permalink': 'vision-opportunity-master-fund'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Charles River Ventures', 'permalink': 'charles-river-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Khosla Ventures', 'permalink': 'khosla-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Jesselson Capital', 'permalink': 'jesselson-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ZG Ventures', 'permalink': 'zg-ventures'}, 'person': None}]}]",[],,iSkoot,,"[{'name': 'iSkoot', 'permalink': 'iskoot'}]",32200000.000000004,37.780134,-122.396744,"{'type': 'Point', 'coordinates': [-122.396744, 37.780134]}"
17,21,20,"{'description': 'Head Quarters', 'address1': '167 2nd Ave', 'address2': '', 'zip_code': '94401', 'city': 'San Mateo', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.421621, 'longitude': -122.137444}",,games_video,,2007,"[{'id': 87, 'round_code': 'a', 'source_url': 'http://pulse2.com/2007/04/17/recent-tech-funding-adify-funny-or-die-5min-and-yardbarker/', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2007, 'funded_month': 4, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Sequoia Capital', 'permalink': 'sequoia-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Reid', 'last_name': 'Hoffman', 'permalink': 'reid-hoffman'}}]}, {'id': 1253, 'round_code': 'b', 'source_url': 'http://venturebeat.com/2007/12/21/roundup-funny-or-die-raises-cash-netsuite-soars-miasole-cuts-workers-more/', 'source_description': '', 'raised_amount': 15000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 12, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Sequoia Capital', 'permalink': 'sequoia-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'SV Angel', 'permalink': 'sv-angel'}, 'person': None}]}, {'id': 2626, 'round_code': 'unattributed', 'source_url': 'http://www.paidcontent.org/entry/419-hbo-buying-small-stake-in-funnyordie-less-than-10-percent/', 'source_description': 'HBO Buying Small Stake in FunnyOrDie; Less Than 10 Percent', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2008, 'funded_month': 6, 'funded_day': 10, 'investments': [{'company': {'name': 'HBO', 'permalink': 'hbo'}, 'financial_org': None, 'person': None}]}, {'id': 4251, 'round_code': 'unattributed', 'source_url': 'http://www.reuters.com/article/peopleNews/idUSTRE4BL4P820081222', 'source_description': 'Will Ferrell site, Funny Or Die, raises $3 million', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 12, 'funded_day': 23, 'investments': []}]",[],,Funny Or Die,,"[{'name': 'Funny Or Die', 'permalink': 'funny-or-die'}, {'name': 'Shred Or Die', 'permalink': 'shred-or-die'}]",18000000.0,37.421621,-122.137444,"{'type': 'Point', 'coordinates': [-122.137444, 37.421621]}"
18,23,22,"{'description': 'Arts & Crafts', 'address1': 'Damrak 70, 254', 'address2': '', 'zip_code': '1012LM', 'city': 'Amsterdam', 'state_code': None, 'country_code': 'NLD', 'latitude': 52.3745228, 'longitude': 4.8948623}",,web,,2007,"[{'id': 100, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2008/06/02/wakoopa-secures-1-million-for-app-monitoring-social-network/', 'source_description': 'Wakoopa Secures $1 Million for App-Monitoring Social Network', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 2, 'investments': [{'company': None, 'financial_org': {'name': 'Big Bang Ventures', 'permalink': 'big-bang-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'HENQ Invest', 'permalink': 'henq-invest'}, 'person': None}, {'company': None, 'financial_org': {'name': 'DCIF', 'permalink': 'dcif'}, 'person': None}, {'company': {'name': 'The Next Web', 'permalink': 'the-next-web'}, 'financial_org': None, 'person': None}]}]",[],,Wakoopa,8.0,"[{'name': 'Wakoopa', 'permalink': 'wakoopa'}, {'name': 'QD', 'permalink': 'qd-tracking'}]",1000000.0,52.3745228,4.8948623,"{'type': 'Point', 'coordinates': [4.8948623, 52.3745228]}"
19,26,25,"{'description': None, 'address1': '795 Folsom St', 'address2': '1st Floor', 'zip_code': '94114', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.758113, 'longitude': -122.414689}","{'price_amount': 3000000, 'price_currency_code': 'USD', 'term_code': None, 'source_url': 'http://www.techcrunch.com/2008/04/13/pageflakes-acquired-by-live-universe/', 'source_description': '', 'acquired_year': 2008, 'acquired_month': 4, 'acquired_day': 13, 'acquiring_company': {'name': 'LiveUniverse', 'permalink': 'liveuniverse'}}",web,,2006,"[{'id': 117, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2006/05/30/benchmark-invests-in-pageflakes-ajax-desktop-war-heats-up/', 'source_description': '', 'raised_amount': 1300000, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Balderton Capital', 'permalink': 'balderton-capital'}, 'person': None}]}, {'id': 2040, 'round_code': 'debt_round', 'source_url': 'http://gigaom.com/2008/04/13/pageflakes-out-of-cash/', 'source_description': '', 'raised_amount': 2800000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 4, 'funded_day': 13, 'investments': [{'company': None, 'financial_org': {'name': 'Balderton Capital', 'permalink': 'balderton-capital'}, 'person': None}]}]",[],,Pageflakes,20.0,"[{'name': 'Pageflakes', 'permalink': 'pageflakes'}]",4099999.9999999995,37.758113,-122.414689,"{'type': 'Point', 'coordinates': [-122.414689, 37.758113]}"
20,28,27,"{'description': '', 'address1': '585 Broadway', 'address2': 'Suite A', 'zip_code': '94063', 'city': 'Redwood City', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.484619, 'longitude': -122.206893}",,games_video,,2005,"[{'id': 115, 'round_code': 'a', 'source_url': 'http://www.siliconbeat.com/entries/2006/06/19/sequoia_invests_15_in_slideshow_startup_rockyou_other_valley_news.html', 'source_description': '', 'raised_amount': 1500000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 1, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'First Round Capital', 'permalink': 'first-round-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Lightspeed Venture Partners', 'permalink': 'lightspeed-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Sequoia Capital', 'permalink': 'sequoia-capital'}, 'person': None}]}, {'id': 116, 'round_code': 'b', 'source_url': 'http://www.techcrunch.com/2007/03/05/more-information-on-rockyou-financing/', 'source_description': '', 'raised_amount': 15000000, 'raised_currency_code': 'USD', 'funded_year': 2007, 'funded_month': 3, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Lightspeed Venture Partners', 'permalink': 'lightspeed-venture-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Partech Ventures', 'permalink': 'partech-international'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Sequoia Capital', 'permalink': 'sequoia-capital'}, 'person': None}]}, {'id': 2539, 'round_code': 'c', 'source_url': 'http://www.techcrunch.com/2008/06/09/slide-got-theirs-now-rockyou-gets-some-too/', 'source_description': 'Slide Got Theirs, Now RockYou Gets Some Too', 'raised_amount': 35000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 9, 'investments': [{'company': None, 'financial_org': {'name': 'DCM', 'permalink': 'dcm'}, 'person': None}]}, {'id': 3789, 'round_code': 'c', 'source_url': '', 'source_description': 'EDGAR', 'raised_amount': 17000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 11, 'funded_day': 3, 'investments': [{'company': None, 'financial_org': {'name': 'SK Telecom Ventures', 'permalink': 'sk-telecom-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'SoftBank Capital', 'permalink': 'softbank-capital'}, 'person': None}]}, {'id': 9592, 'round_code': 'd', 'source_url': '', 'source_description': 'EDGAR', 'raised_amount': 50000000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 11, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'SoftBank Capital', 'permalink': 'softbank-capital'}, 'person': None}]}, {'id': 16129, 'round_code': 'unattributed', 'source_url': 'http://techcrunch.com/2010/06/07/rockyou-raises-another-10-million-to-expand-presence-in-asia/', 'source_description': 'RockYou Raises Another $10 Million To Expand Presence In Asia', 'raised_amount': 10000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 6, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': {'name': 'SoftBank Capital', 'permalink': 'softbank-capital'}, 'person': None}]}, {'id': 36295, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': 'USD', 'funded_year': 2006, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'SV Angel', 'permalink': 'sv-angel'}, 'person': None}]}, {'id': 45110, 'round_code': 'e', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1439538/000143953812000004/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 6755336, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 6, 'funded_day': 22, 'investments': []}, {'id': 53462, 'round_code': 'unattributed', 'source_url': '', 'source_description': 'VC Funding: Q4 2012', 'raised_amount': 1210000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 10, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Partech Ventures', 'permalink': 'partech-international'}, 'person': None}, {'company': None, 'financial_org': {'name': 'DCM', 'permalink': 'dcm'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Shawn V.', 'last_name': 'Gruver', 'permalink': 'shawn-gruver'}}]}]",[],,RockYou,106.0,"[{'name': 'RockYou', 'permalink': 'rockyou'}, {'name': 'Studio Partners', 'permalink': 'studio-partners'}]",136000000.0,37.484619,-122.206893,"{'type': 'Point', 'coordinates': [-122.206893, 37.484619]}"
